Product Name,Product Code,Crop Category,Crop Name,Hybrid / Variety Type,Short Description,Full Description,Key Features,Traits,Suitable Region,Suitable Season,Duration,Product Image URL,Downloaded Image Filename,PDF / Brochure URL,Downloaded PDF Filename,Old Product Page URL,Status,Display Order,Notes
TMMH 846,TMMH846,Field Crops,Product of Nepal,Hybrid,"• Maize hybrid with high yield potential
• Medium maturity (Kharif: 90 – 100 days) hybrid
• Semi-erect plant habit
• Cobs with 14-16 rows
• Number of grains I row: 35-40
• Attractive orange semi-flint grains
• Suitable for rainfed growing conditions during Kharif season",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/11/TMMH-846-NEPALI-3d-POUCH-300x300.png?lossy=2&strip=1&webp=1,TMMH846.jpg,,TMMH846.pdf,https://trimurti.in/product/tmmh-846-2/,Active,1,
TMRV 1626,TMRV1626,Field Crops,,Variety,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/11/TMRV-1626-3d-Pouch-300x300.png?lossy=2&strip=1&webp=1,TMRV1626.jpg,,TMRV1626.pdf,https://trimurti.in/product/tmrv-1626/,Active,2,
Trinath (TMMH 806),TMMH806,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/11/Untitled-1-300x300.png?lossy=2&strip=1&webp=1,TMMH806.jpg,,TMMH806.pdf,https://trimurti.in/product/trinath-tmmh-806/,Active,3,
TMMH 2858,TMMH2858,Field Crops,Products Of Nepal,Hybrid,"• Premium Maize hybrid with very high yield potential
• Full season maturity [Rabi: 120-130 days]
• Suitable for high density planting
• Long cobs with 16-18 rows &amp; 45-50 grains / row
• High shelling percent
• Attractive orange semi-flint grains
suitable for high management growing conditions du",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/11/TMMH-2858.png?lossy=2&strip=1&webp=1,TMMH2858.jpg,,TMMH2858.pdf,https://trimurti.in/product/tmmh-2855-2/,Active,4,
BADRINATH (TMRV 1666),TMRV1666,Field Crops,,Variety,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/BADRINATH-3d-POUCH-1-300x300.png?lossy=2&strip=1&webp=1,TMRV1666.jpg,,TMRV1666.pdf,https://trimurti.in/product/badrinath-tmrv-1666/,Active,5,
TMRV 1734,TMRV1734,Field Crops,,Variety,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2026/04/TMRV-1734-3d-LQ-Pouch-300x300.jpg?lossy=2&strip=1&webp=1,TMRV1734.jpg,,TMRV1734.pdf,https://trimurti.in/product/tmrv-1734/,Active,6,
BAPPI (TMRV 1686),TMRV1686,Field Crops,,Variety,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/BAPPI-1686-NEW-3d-POUCH-300x300.png?lossy=2&strip=1&webp=1,TMRV1686.jpg,,TMRV1686.pdf,https://trimurti.in/product/bappi-tmrv-1686/,Active,7,
PR 126,,Field Crops,,Variety,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2026/03/PR126-3D-Pouch-we-300x300.png?lossy=2&strip=1&webp=1,pr-126.jpg,,pr-126.pdf,https://trimurti.in/product/pr-126/,Active,8,
TMRH 5786,TMRH5786,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMRH_5786_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH5786.jpg,,TMRH5786.pdf,https://trimurti.in/product/tmrh-5786/,Active,9,
Kamakshi (TMRH 102),TMRH102,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Kamakshi_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH102.jpg,,TMRH102.pdf,https://trimurti.in/product/kamakshi/,Active,10,
MANI (TMRH 114),TMRH114,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Mani_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH114.jpg,,TMRH114.pdf,https://trimurti.in/product/mani/,Active,11,
TMRH 2106,TMRH2106,Field Crops,,Hybrid,"• Full seasong maturing [Kharif: 130-135 days (North &amp; South India) 135-140 days (East &amp; Central India)] hybrid with high yield potential
• Semi-erect plant habit &amp; number of productive tillers: 12-15
• Semi-dwarf plant type having 105 -115 cm plant height
• Long panicle with more number",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMRH_2106_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH2106.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Hybrid-TMRH-2106.pdf', 'label': 'POP &#8211; Rice Hybrid &#8211; TMRH 2106'}",TMRH2106.pdf,https://trimurti.in/product/tmrh-2106/,Active,12,
GULABOO (TMRH 106),TMRH106,Field Crops,,Hybrid,"• Mid-early maturing (Kharif: 116-122 days) basmati rice hybrid
with higher yield potential
• Semi-erect plant habit
• Number of productive tillers: 12-15
• Semi-dwarf plant type having 100-105 cm plant height
• Extra-long slender basmati type grains
• Good milling percent with higher head rice reco",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Gulaboo_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH106.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Hybrid-TMRH-106.pdf', 'label': 'POP &#8211; Rice Hybrid &#8211; TMRH 106'}",TMRH106.pdf,https://trimurti.in/product/gulaboo/,Active,13,
PAVITRA (TMRH 108),TMRH108,Field Crops,,Hybrid,"• Early maturing (Kharif: 115-120 days) Basmati Rice hybrid
with high yield potential
• Semi-erect plant habit
• Number of productive tillers: 12-15
• Semi-dwarf plant type having 100-110 cm plant height
• Extra Long slender Basmati grains having excellent aroma
• Good milling percent with high head",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Pavitra_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH108.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Hybrid-Pavitra-TMRH-108.pdf', 'label': 'POP &#8211; Rice Hybrid &#8211; Pavitra (TMRH 108)'}",TMRH108.pdf,https://trimurti.in/product/pavitra/,Active,14,
Chetak (TMRH 2171),TMRH2171,Field Crops,,Hybrid,"CHETAK (TMRH 2171)
• Early maturing (Kharif: 112-117 days) Basmati Rice hybrid
yield potential
• Semi-erect plant habit
• Number of productive tillers: 10-14
• Semi-dwarf plant type having 95 -100 cm plant height
• Extra Long slender Basmati grains having excellent aroma
• Good milling percent with ",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Chetak_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH2171.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Hybrid-TMRH-2171.pdf', 'label': 'POP &#8211; Rice Hybrid &#8211; TMRH 2171'}",TMRH2171.pdf,https://trimurti.in/product/chetak/,Active,15,
Chetak Gold (TMRH 2112),TMRH2112,Field Crops,,Hybrid,"CHETAK GOLD (TMRH 2112)
• Mid-early maturing (Kharif: 118-125 days) hybrid basmati rice with high yield potential
• Semi-erect plant habit
• Number of productive tillers: 12-16
• Semi-dwarf plant type having 105-110 cm plant height
• Extra-long slender basmati type grains
• Good milling percent with",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Chetak_Gold_Web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH2112.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Hybrid-Rice-TMRH-2112-Chetak-Gold.pdf', 'label': 'POP &#8211; Hybrid Rice &#8211; TMRH 2112 (Chetak Gold)'}",TMRH2112.pdf,https://trimurti.in/product/chetak-gold/,Active,16,
TMRH 5544,TMRH5544,Field Crops,,Hybrid,"• Medium maturing (Kharif: 115-120 days &amp; Rabi: 125-135 days) hybrid
with very high yield potential
• Semi-erect plant habit
• Number of productive tillers: 14-18
• Semi-dwarf plant type having 90-100 cm plant height
• Very long panicle with more number of grains / panicle
• Long bold grains wit",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMRH_5544_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH5544.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Hybrid-TMRH-5544.pdf', 'label': 'POP &#8211; Rice Hybrid &#8211; TMRH 5544'}",TMRH5544.pdf,https://trimurti.in/product/tmrh-5544/,Active,17,
TMMH 826,TMMH826,Field Crops,,Hybrid,"• Premium Maize hybrid with very high yield potential
• Full season maturity [Kharif: 105-110 days, Rabi: 120-130 days (AP &amp; TG) and
140-150 days (Bihar) &amp; Spring : 100-105 days]
• Suitable for high density planting
• Long cobs with 16-18 rows &amp; 42-46 grains / row
• Shelling per cent: &g",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMMH-826-3d-Pouch-300x300.png?lossy=2&strip=1&webp=1,TMMH826.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Maize-Hybrid-TMMH-826.pdf', 'label': 'POP &#8211; Maize Hybrid &#8211; TMMH 826'}",TMMH826.pdf,https://trimurti.in/product/tmmh-826/,Active,18,
TMRH 2156,TMRH2156,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/TMRH_2156_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH2156.jpg,,TMRH2156.pdf,https://trimurti.in/product/tmrh-2156/,Active,19,
TMMH 824,TMMH824,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMMH-824-3d-Pouch-1-300x300.png?lossy=2&strip=1&webp=1,TMMH824.jpg,,TMMH824.pdf,https://trimurti.in/product/824-2/,Active,20,
TMRH 2161,TMRH2161,Field Crops,,Hybrid,"• Medium maturing [Kharif: 115-125 days and Rabi: 125-135 days] Rice hybrid with high yield potential
• Semi-erect plant habit having 100-110 cm plant height
• Number of productive tillers: 12-14
• Long panicle with more number of grains / panicle
• Long Bold grains
• Good milling percent with high ",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMRH_2161_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH2161.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Hybrid-TMRH-2161.pdf', 'label': 'POP &#8211; Rice Hybrid &#8211; TMRH 2161'}",TMRH2161.pdf,https://trimurti.in/product/tmrh-2161/,Active,21,
Devaraj (TMMH 2845),TMMH2845,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Devraj-TMMH2845-3d-Pouch-1-300x300.png?lossy=2&strip=1&webp=1,TMMH2845.jpg,,TMMH2845.pdf,https://trimurti.in/product/devaraj/,Active,22,
TMRH 129,TMRH129,Field Crops,,Hybrid,"• Early maturing [Kharif: 108-112 days (North India) &amp; 115-120 days
(East &amp; Central India)] Rice hybrid
• Semi-erect plant habit
• Number of productive tillers: 12-15
• Semi-dwarf plant type having 95 -105 cm plant height
• Long panicle with more number of grains / panicle
• Long bold grains",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMRH_129_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH129.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Hybrid-TMRH-129.pdf', 'label': 'POP- Rice Hybrid &#8211; TMRH 129'}",TMRH129.pdf,https://trimurti.in/product/tmrh-129/,Active,23,
SUVEER (TMMH 2882),TMMH2882,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/Suveer-TMMH-2882-3d-Pouch-300x300.png?lossy=2&strip=1&webp=1,TMMH2882.jpg,,TMMH2882.pdf,https://trimurti.in/product/suveer-tmmh-2882/,Active,24,
TMRH 124,TMRH124,Field Crops,,Hybrid,"• Medium maturing (Kharif: 125-130 days) hybrid with high yield potential
• Semi-erect plant habit
• Number of productive tillers: 12-15
• Semi-dwarf plant type and 100 -110 cm plant height
• Long panicle with more number of grains / panicle
• Medium slender grains with good milling percent &amp; hi",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/web-optimized-TMRH-124-300x300.png?lossy=2&strip=1&webp=1,TMRH124.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Hybrid-TMRH-124.pdf', 'label': 'POP &#8211; Rice Hybrid &#8211; TMRH 124'}",TMRH124.pdf,https://trimurti.in/product/tmrh-124/,Active,25,
TMMH 8842,TMMH8842,Field Crops,,Hybrid,"• Premium Maize hybrid with high yield potential
• Medium maturity (Kharif: 90-100 days) hybrid
• Semi-erect plant habit
• Cobs with 14-16 rows &amp; 40-45 grains I row
• Attractive orange flint grains
• Suitable for both rainfed &amp; irrigated growing situations during Kharif season in AP, AS, BR,",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/tmmh-8842-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH8842.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Maize-Hybrid-TMMH-8842.pdf', 'label': 'POP &#8211; Maize Hybrid &#8211; TMMH 8842'}",TMMH8842.pdf,https://trimurti.in/product/tmmh-8842/,Active,26,
TMRH 5556,TMRH5556,Field Crops,,Hybrid,"• Medium maturing [Kharif: 125-130 days (North &amp; South India) &amp;
135-140 days (East &amp; Central India)] Rice hybrid with very high yield potential
• Semi-erect plant habit
• Number of productive tillers: 12-15
• Semi-dwarf plant type having 110-115 cm plant height
• Long panicle with more n",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMRH_5556_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH5556.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Hybrid-TMRH-5556.pdf', 'label': 'POP &#8211; Rice Hybrid &#8211; TMRH 5556'}",TMRH5556.pdf,https://trimurti.in/product/tmrh-5556/,Active,27,
TMMH 2852,TMMH2852,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/tmmh-2852-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH2852.jpg,,TMMH2852.pdf,https://trimurti.in/product/tmmh-2852/,Active,28,
TMRH 5750,TMRH5750,Field Crops,,Hybrid,"• Mid-early maturing [Kharif: 115-120 days (North &amp; South India) &amp; 120-125 days (East &amp; Central India) &amp; Rabi: 125-130 days]
• Semi-erect plant habit
• Number of productive tillers: 12-14
• Semi-dwarf compact plant type having 110-115 cm plant height
• Long panicle with more number o",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMRH_5750_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH5750.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Hybrid-TMRH-5750.pdf', 'label': 'POP &#8211; Rice Hybrid &#8211; TMRH 5750'}",TMRH5750.pdf,https://trimurti.in/product/tmrh-5750/,Active,29,
Sarna (TMRH 111),TMRH111,Field Crops,,Hybrid,"SARNA (TMRH 111)
• Medium maturing [Kharif: 115-120 days (North &amp; South India) &amp;
120-125 days (East &amp; Central India) and Rabi: 125-130 days] Rice hybrid with high yield potential
• Semi-erect plant habit
• Number of productive tillers: 12-15
• Semi-dwarf plant type having 95 -100 cm plan",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Sarna_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH111.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Hybrid-TMRH-111.pdf', 'label': 'POP &#8211; Rice Hybrid &#8211; TMRH 111'}",TMRH111.pdf,https://trimurti.in/product/sarna/,Active,30,
TMMH 812,TMMH812,Field Crops,,Hybrid,"• Maize hybrid with high yield potential
• Early maturity (Kharif :85-90 days and Rabi: 115-125 days) hybrid
• Semi-erect plant habit
• Cobs with 14-16 rows and 35-40 grains / row
• Attractive Orange semi-flint grains
• Ideal for rainfed &amp; irrigated growing conditions during Kharif and Rabi seas",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/tmmh-812-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH812.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Maize-Hybrid-TMMH-812.pdf', 'label': 'POP &#8211; Maize Hybrid &#8211; TMMH 812'}",TMMH812.pdf,https://trimurti.in/product/tmmh-812/,Active,31,
TMRH 2151,TMRH2151,Field Crops,,Hybrid,"• Full season maturing [Kharif: 135 -145 days] rice hybrid
with high yield potential
• Semi-erect plant habit
• Number of productive tillers: 14-16
• Semi-dwarf compact plant type having 110-115 cm plant height
• Long panicle with more number of grains/panicle
• Medium bold grains with good milling ",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMRH_2151_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH2151.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Hybrid-TMRH-2151.pdf', 'label': 'POP &#8211; Rice Hybrid &#8211; TMRH 2151'}",TMRH2151.pdf,https://trimurti.in/product/tmrh-2151/,Active,32,
TMMH 826.COM,TMMH826,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/tmmh-826_optimized.com-3d-pouch-300x300.png?lossy=2&strip=1&webp=1,TMMH826.jpg,,TMMH826.pdf,https://trimurti.in/product/tmmh-826-com/,Active,33,
TMRH 5535,TMRH5535,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/TMRH_5535_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH5535.jpg,,TMRH5535.pdf,https://trimurti.in/product/tmrh-5535/,Active,34,
Devaki (JRH &#8211; 5),,Field Crops,,Variety,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2026/05/Devaki-3D-Pouch-2026-Compressed-300x300.png?lossy=2&strip=1&webp=1,devaki-jrh-8211-5.jpg,,devaki-jrh-8211-5.pdf,https://trimurti.in/product/devaki-jrh-5/,Active,35,
TMRH 2135,TMRH2135,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2026/03/TMRH-2135-3d-Pouch-300x300.webp?lossy=2&strip=1&webp=1,TMRH2135.jpg,,TMRH2135.pdf,https://trimurti.in/product/tmrh-2135/,Active,36,
TMRH 5513 (Nagma),TMRH5513,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2026/04/Nagma-Rice-Hybrid-300x300.png?lossy=2&strip=1&webp=1,TMRH5513.jpg,,TMRH5513.pdf,https://trimurti.in/product/tmrh-5513-nagma/,Active,37,
TMRH 5559,TMRH5559,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/WhatsApp-Image-2026-03-31-at-21.42.19-300x300.jpeg?lossy=2&strip=1&webp=1,TMRH5559.jpg,,TMRH5559.pdf,https://trimurti.in/product/tmrh-5559/,Active,38,
TMRH 5788,TMRH5788,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/TMRH_5788_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH5788.jpg,,TMRH5788.pdf,https://trimurti.in/product/tmrh-5788/,Active,39,
TMRH 2184,TMRH2184,Field Crops,,Hybrid,"TMRH2184
• Early maturing [Kharif: 110-115 days]
Rice hybrid with high yield potential
• Semi-erect plant habit
• Number of productive tillers: 12-15
• Semi-dwarf plant type having 95 -100 cm plant height
• Long panicle with more number of grains / panicle
• Long Bold grains and good milling percent",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMRH_2184_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH2184.jpg,,TMRH2184.pdf,https://trimurti.in/product/tmrh-2184/,Active,40,
TMRH 101,TMRH101,Field Crops,,Hybrid,"• Early maturing [Kharif: 101-108 days &amp; Rabi: 130-135 days] hybrid
with high yield potential
• Semi-erect plant habit
• Number of productive tillers: 11-13
• Semi-dwarf plant type having 95 -100 cm plant height
• Medium bold grains with good milling percent and high head rice recovery
• Toleran",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMRH_101_web_-HR-min-300x300.png?lossy=2&strip=1&webp=1,TMRH101.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Hybrid-TMRH-101.pdf', 'label': 'POP &#8211; Rice Hybrid &#8211; TMRH 101'}",TMRH101.pdf,https://trimurti.in/product/tmrh-101/,Active,41,
Trinath TURBO,,Field Crops,,Variety,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2024/03/trinath-turbo-tmmh-806-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,trinath-turbo.jpg,,trinath-turbo.pdf,https://trimurti.in/product/tmmh-806-trinath/,Active,42,
TMMH 8805,TMMH8805,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/tmmh-8805-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH8805.jpg,,TMMH8805.pdf,https://trimurti.in/product/tmmh-8805/,Active,43,
TMMH 8418,TMMH8418,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/tmmh-8418-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH8418.jpg,,TMMH8418.pdf,https://trimurti.in/product/tmmh-8418/,Active,44,
